ID,ShipmentID,MealKitID
82965,32039,9
82966,32664,9
82967,32664,29
82968,32664,30
82969,32040,14
82970,32040,13
82971,32040,23
82972,32041,28
82973,32041,30
82974,32041,16
82975,32042,5
82976,32043,24
82977,32043,17
82978,32043,8
82979,32044,14
82980,32044,10
82981,32044,27
82982,32044,28
82983,32551,5
82984,32551,8
82985,32551,1
82986,32045,4
82987,32552,7
82988,32552,12
82989,32046,4
82990,32047,5
82991,32047,21
82992,32048,29
82993,32048,2
82994,32553,26
82995,32553,7
82996,32553,13
82997,32665,24
82998,32665,5
82999,32049,30
83000,32050,25
83001,32666,24
83002,32666,2
83003,32666,19
83004,32051,16
83005,32052,5
83006,32052,15
83007,32052,16
83008,32053,30
83009,32053,10
83010,32053,20
83011,32053,23
83012,32054,29
83013,32054,7
83014,32054,5
83015,32055,16
83016,32055,30
83017,32056,10
83018,32057,21
83019,32057,4
83020,32057,7
83021,32057,3
83022,32058,23
83023,32058,2
83024,32058,3
83025,32554,17
83026,32554,21
83027,32554,26
83028,32554,17
83029,32444,8
83030,32444,25
83031,32059,5
83032,32060,5
83033,32061,5
83034,32061,4
83035,32061,14
83036,32061,17
83037,32062,22
83038,32445,21
83039,32445,13
83040,32445,1
83041,32063,1
83042,32063,2
83043,32064,4
83044,32064,22
83045,32064,12
83046,32065,30
83047,32065,5
83048,32065,13
83049,32446,13
83050,32446,4
83051,31763,6
83052,31763,13
83053,32447,21
83054,32447,10
83055,32447,20
83056,32555,18
83057,32555,23
83058,32555,20
83059,32556,27
83060,32066,29
83061,32066,1
83062,32066,14
83063,32066,24
83064,32066,9
83065,32557,23
83066,32667,16
83067,32667,27
83068,32667,27
83069,32067,5
83070,32068,26
83071,32068,15
83072,32068,21
83073,32068,19
83074,32069,26
83075,32069,29
83076,32069,24
83077,32668,5
83078,32070,13
83079,32070,18
83080,32070,15
83081,32070,18
83082,32070,5
83083,32071,13
83084,32071,14
83085,32071,15
83086,32071,24
83087,32071,6
83088,32072,22
83089,32072,30
83090,32072,13
83091,32073,16
83092,32074,14
83093,32074,15
83094,32075,4
83095,32075,18
83096,32075,28
83097,32075,25
83098,32669,1
83099,32076,29
83100,32076,30
83101,32077,3
83102,32077,17
83103,32077,12
83104,32078,16
83105,32078,16
83106,32078,15
83107,32670,26
83108,32670,5
83109,32670,18
83110,32448,22
83111,32449,3
83112,32449,12
83113,32079,23
83114,32079,23
83115,32450,3
83116,32450,25
83117,32450,27
83118,32080,30
83119,32081,22
83120,32081,23
83121,32558,25
83122,32558,30
83123,32558,6
83124,32082,1
83125,32083,30
83126,32083,23
83127,32084,4
83128,32085,22
83129,32085,2
83130,32086,28
83131,32451,4
83132,32451,4
83133,32087,16
83134,32087,23
83135,32087,3
83136,32088,29
83137,32088,15
83138,32088,27
83139,32088,27
83140,32452,15
83141,32452,12
83142,32452,16
83143,32089,7
83144,32671,4
83145,32671,22
83146,32671,27
83147,32671,12
83148,32671,27
83149,32090,20
83150,32090,12
83151,32090,18
83152,32091,22
83153,32091,11
83154,32091,18
83155,32091,3
83156,32091,1
83157,32092,1
83158,32092,3
83159,32092,15
83160,32092,14
83161,32092,9
83162,32093,8
83163,32093,20
83164,32559,12
83165,32559,23
83166,32094,10
83167,32094,30
83168,32095,16
83169,32095,9
83170,32672,14
83171,32672,25
83172,32672,20
83173,32672,17
83174,32672,25
83175,32096,18
83176,32096,16
83177,32096,28
83178,32096,11
83179,32097,19
83180,32097,13
83181,32098,26
83182,32098,4
83183,32098,13
83184,32453,9
83185,32453,10
83186,32453,23
83187,32453,20
83188,32099,25
83189,32099,7
83190,32100,3
83191,32100,21
83192,32100,5
83193,32101,23
83194,32101,12
83195,32102,20
83196,32102,12
83197,32102,7
83198,32454,22
83199,32454,22
83200,32454,18
83201,32454,27
83202,32454,16
83203,32103,17
83204,32103,8
83205,32104,4
83206,32104,8
83207,32105,8
83208,32105,29
83209,32105,10
83210,32455,2
83211,32455,14
83212,32106,4
83213,32106,1
83214,32107,3
83215,32107,8
83216,32107,7
83217,32108,18
83218,32109,24
83219,32109,13
83220,32110,1
83221,32111,25
83222,32111,16
83223,32111,11
83224,32112,3
83225,32112,6
83226,32112,17
83227,31764,3
83228,31764,3
83229,31764,5
83230,31764,10
83231,31764,2
83232,32560,27
83233,32560,22
83234,32113,17
83235,31765,10
83236,31765,10
83237,31765,10
83238,32114,14
83239,32114,4
83240,32114,26
83241,32115,1
83242,32115,7
83243,32116,4
83244,32116,4
83245,32116,2
83246,32116,4
83247,32117,17
83248,32117,12
83249,32117,16
83250,32673,7
83251,32673,22
83252,32673,14
83253,32118,24
83254,32118,22
83255,32118,21
83256,32118,22
83257,32119,21
83258,32120,21
83259,32120,16
83260,32120,2
83261,32121,23
83262,32121,4
83263,32561,24
83264,32561,11
83265,32561,27
83266,32674,22
83267,32675,22
83268,32675,16
83269,32562,27
83270,32562,25
83271,32562,1
83272,32562,27
83273,32563,6
83274,32564,6
83275,32564,14
83276,32564,29
83277,32676,6
83278,32676,2
83279,32122,7
83280,32122,29
83281,32122,8
83282,32565,23
83283,32565,22
83284,32565,26
83285,32123,22
83286,32123,24
83287,32124,20
83288,32124,6
83289,32125,5
83290,32125,26
83291,32125,20
83292,32126,5
83293,32126,18
83294,32127,10
83295,32128,20
83296,32456,13
83297,32456,30
83298,32456,20
83299,32456,16
83300,32129,24
83301,32129,22
83302,32129,21
83303,32130,13
83304,32130,29
83305,32130,11
83306,32457,14
83307,32457,5
83308,32457,7
83309,32457,25
83310,32457,6
83311,32131,22
83312,32131,30
83313,32132,23
83314,32132,21
83315,32132,8
83316,32133,11
83317,32133,13
83318,32134,12
83319,32134,25
83320,32134,7
83321,32135,17
83322,32135,23
83323,32135,4
83324,32136,18
83325,32136,6
83326,32136,15
83327,32677,29
83328,32677,15
83329,32677,12
83330,32677,12
83331,32137,7
83332,32137,25
83333,32678,1
83334,32678,5
83335,32678,11
83336,32678,3
83337,32678,21
83338,31766,11
83339,32138,28
83340,32138,18
83341,32138,12
83342,32139,6
83343,32139,7
83344,32139,24
83345,32140,5
83346,32140,11
83347,32141,16
83348,32141,28
83349,32141,5
83350,32141,15
83351,32566,24
83352,32142,17
83353,32142,30
83354,32143,11
83355,32143,27
83356,32143,7
83357,32143,28
83358,32144,5
83359,32145,21
83360,32145,22
83361,32145,10
83362,32145,6
83363,32145,1
83364,32679,24
83365,32679,5
83366,32679,9
83367,32679,1
83368,32146,28
83369,32146,24
83370,32146,17
83371,32458,17
83372,32458,22
83373,32458,11
83374,32458,4
83375,32680,25
83376,32459,30
83377,32459,5
83378,32459,15
83379,32681,5
83380,32681,20
83381,32681,12
83382,32681,8
83383,32681,26
83384,32460,23
83385,32147,4
83386,32147,28
83387,32147,28
83388,32567,11
83389,32567,9
83390,32148,6
83391,32148,4
83392,32148,21
83393,32149,15
83394,32149,12
83395,32149,5
83396,32150,13
83397,32150,16
83398,32151,20
83399,32152,17
83400,32152,20
83401,32153,17
83402,32153,14
83403,32153,9
83404,32154,6
83405,32155,25
83406,32155,13
83407,32155,13
83408,32155,8
83409,32156,23
83410,32156,13
83411,32157,2
83412,32157,25
83413,32158,15
83414,32158,20
83415,32158,11
83416,32159,11
83417,32159,27
83418,32682,21
83419,32682,1
83420,32160,23
83421,32160,26
83422,32160,5
83423,32160,21
83424,32161,22
83425,32161,5
83426,32568,10
83427,32568,28
83428,32568,23
83429,32568,23
83430,32683,15
83431,32162,25
83432,32162,2
83433,32163,25
83434,32163,27
83435,32163,22
83436,32164,26
83437,32164,29
83438,32164,18
83439,32684,29
83440,32684,12
83441,32684,17
83442,32684,29
83443,32684,23
83444,32165,29
83445,32165,26
83446,32165,8
83447,32166,5
83448,32166,5
83449,32685,24
83450,32685,21
83451,32685,15
83452,32167,29
83453,32167,5
83454,32168,6
83455,32168,16
83456,32168,29
83457,32168,9
83458,32686,2
83459,32686,6
83460,32686,5
83461,32169,23
83462,32170,3
83463,32170,25
83464,32170,20
83465,32170,17
83466,32569,23
83467,32569,5
83468,32569,4
83469,32171,17
83470,32172,11
83471,32172,16
83472,32172,14
83473,32173,10
83474,32173,25
83475,32173,29
83476,32461,14
83477,32461,1
83478,32461,9
83479,32174,9
83480,32174,6
83481,32175,19
83482,32175,8
83483,32176,30
83484,32687,7
83485,32687,16
83486,32687,7
83487,31767,10
83488,31767,30
83489,31767,3
83490,32688,9
83491,32688,21
83492,32688,14
83493,32177,15
83494,32177,14
83495,32177,25
83496,32177,1
83497,32177,10
83498,32178,16
83499,32178,7
83500,32179,8
83501,32180,30
83502,32180,3
83503,32462,4
83504,32462,6
83505,32463,6
83506,32181,23
83507,32181,8
83508,32181,23
83509,32570,25
83510,32570,25
83511,32571,15
83512,32571,13
83513,32182,7
83514,32182,12
83515,31768,15
83516,31768,28
83517,31768,27
83518,32183,19
83519,32184,16
83520,32184,21
83521,32184,9
83522,32185,13
83523,32185,12
83524,32185,28
83525,32572,12
83526,32572,20
83527,32572,10
83528,32186,27
83529,32186,11
83530,32186,1
83531,32186,29
83532,32689,10
83533,32689,4
83534,32689,21
83535,32187,30
83536,32187,14
83537,32573,22
83538,32573,23
83539,32464,9
83540,32464,9
83541,32188,8
83542,32188,3
83543,32188,8
83544,32465,22
83545,32465,3
83546,32465,13
83547,32466,1
83548,32466,4
83549,32466,21
83550,32466,28
83551,32189,6
83552,32189,20
83553,32190,27
83554,32190,9
83555,32190,14
83556,32190,7
83557,32191,22
83558,32192,21
83559,32192,13
83560,32192,17
83561,32192,2
83562,32192,2
83563,32193,3
83564,32193,16
83565,32193,12
83566,32193,16
83567,32194,16
83568,32194,28
83569,32194,28
83570,32195,26
83571,32195,5
83572,32574,7
83573,32196,21
83574,32575,7
83575,32575,5
83576,32576,19
83577,32576,26
83578,32576,25
83579,32576,28
83580,32576,27
83581,32197,10
83582,32197,4
83583,32197,15
83584,32198,13
83585,32198,4
83586,32198,10
83587,32199,28
83588,32199,10
83589,32200,25
83590,32200,4
83591,32200,19
83592,32200,24
83593,32201,27
83594,32201,6
83595,32690,1
83596,32690,21
83597,32690,30
83598,32202,1
83599,32577,26
83600,32577,21
83601,32577,15
83602,32578,25
83603,32578,7
83604,32578,8
83605,32579,25
83606,32579,30
83607,32203,2
83608,32203,16
83609,32203,1
83610,32204,10
83611,32204,20
83612,32204,17
83613,32204,12
83614,32204,21
83615,32205,27
83616,32205,4
83617,32691,11
83618,32691,2
83619,32206,24
83620,32206,23
83621,32207,4
83622,32207,21
83623,32207,29
83624,32207,13
83625,31769,7
83626,31769,26
83627,31769,1
83628,32467,16
83629,32467,24
83630,32208,10
83631,32208,28
83632,32208,28
83633,32208,12
83634,32209,3
83635,32209,26
83636,32580,13
83637,32580,22
83638,31770,28
83639,31770,4
83640,31770,1
83641,32692,24
83642,32692,29
83643,32692,24
83644,32692,28
83645,32210,20
83646,32210,24
83647,32211,27
83648,32211,21
83649,32211,21
83650,32211,17
83651,32212,29
83652,32212,5
83653,32212,19
83654,32468,1
83655,32213,5
83656,32214,30
83657,32214,13
83658,32215,7
83659,32215,4
83660,32215,8
83661,32216,14
83662,32216,15
83663,32216,2
83664,32216,5
83665,32216,13
83666,32217,9
83667,32217,23
83668,32217,21
83669,32218,22
83670,32218,22
83671,32218,4
83672,32219,9
83673,32219,16
83674,32219,8
83675,32220,28
83676,32220,4
83677,32221,14
83678,32221,29
83679,32221,30
83680,32222,10
83681,32222,17
83682,32223,30
83683,32223,15
83684,32223,1
83685,32223,18
83686,31771,27
83687,31771,6
83688,31771,29
83689,32693,26
83690,32693,4
83691,32693,23
83692,32469,21
83693,32469,13
83694,32469,20
83695,32694,5
83696,32694,11
83697,32581,6
83698,32581,5
83699,32695,9
83700,32695,5
83701,32470,26
83702,32470,29
83703,32470,21
83704,32224,2
83705,32224,2
83706,32224,17
83707,32225,23
83708,32582,1
83709,32582,30
83710,32582,28
83711,32582,28
83712,32226,6
83713,32226,18
83714,32227,6
83715,32227,1
83716,32227,21
83717,32228,18
83718,32228,16
83719,32228,12
83720,32229,10
83721,32229,28
83722,32229,16
83723,32230,21
83724,32230,5
83725,32230,13
83726,32696,4
83727,32696,13
83728,32696,10
83729,32696,4
83730,32583,9
83731,32231,14
83732,32232,1
83733,32232,21
83734,32232,26
83735,32232,26
83736,32233,14
83737,32233,12
83738,32584,10
83739,32234,10
83740,32234,3
83741,32234,23
83742,32235,11
83743,32236,15
83744,32236,13
83745,32236,17
83746,32236,9
83747,32237,5
83748,32237,26
83749,32237,24
83750,32238,16
83751,32238,7
83752,32238,13
83753,32239,29
83754,32240,23
83755,32240,21
83756,32241,29
83757,32241,23
83758,32241,26
83759,31772,5
83760,32242,19
83761,32242,9
83762,32242,1
83763,32243,10
83764,32243,12
83765,32244,2
83766,32244,9
83767,32244,2
83768,32697,7
83769,32697,1
83770,32697,29
83771,32697,10
83772,32471,30
83773,32471,13
83774,32471,3
83775,32698,7
83776,32698,12
83777,32698,3
83778,32245,6
83779,32245,19
83780,32245,3
83781,32245,12
83782,32245,29
83783,32246,8
83784,32246,26
83785,32246,4
83786,32247,6
83787,32247,1
83788,32247,29
83789,32248,17
83790,32248,4
83791,32248,26
83792,32585,30
83793,32249,4
83794,32249,15
83795,32249,19
83796,32250,29
83797,32250,1
83798,32699,28
83799,32699,21
83800,32251,9
83801,32251,3
83802,32586,29
83803,32586,16
83804,32586,19
83805,32586,26
83806,32252,5
83807,32252,29
83808,32252,20
83809,32253,8
83810,32253,1
83811,32253,22
83812,32254,17
83813,32255,19
83814,32255,1
83815,32255,15
83816,32255,19
83817,32256,20
83818,32256,23
83819,31773,7
83820,31773,22
83821,31773,28
83822,32587,27
83823,32257,28
83824,32257,12
83825,32257,7
83826,32257,16
83827,32257,7
83828,32258,17
83829,32258,20
83830,32258,27
83831,32259,24
83832,32259,24
83833,32259,4
83834,32259,23
83835,32259,28
83836,32260,8
83837,32472,18
83838,32473,25
83839,32700,27
83840,32700,14
83841,32261,20
83842,32588,13
83843,32588,2
83844,32588,10
83845,32474,13
83846,32474,2
83847,32474,23
83848,32474,6
83849,32262,3
83850,32262,12
83851,32262,16
83852,32475,15
83853,32475,16
83854,32475,28
83855,32263,15
83856,32263,18
83857,32263,5
83858,32263,5
83859,32589,14
83860,32589,25
83861,32589,3
83862,32264,26
83863,32264,19
83864,32265,3
83865,32265,4
83866,32265,7
83867,32701,30
83868,32701,1
83869,32701,3
83870,32701,3
83871,32266,10
83872,32267,27
83873,32267,28
83874,32267,6
83875,32267,24
83876,32267,25
83877,32476,10
83878,32476,22
83879,32702,28
83880,31774,4
83881,32268,14
83882,32269,21
83883,32270,22
83884,32270,18
83885,32270,3
83886,32270,24
83887,32270,5
83888,32271,24
83889,32271,17
83890,32271,16
83891,32271,7
83892,31775,11
83893,31775,1
83894,31775,7
83895,32272,8
83896,32272,24
83897,32272,14
83898,31776,3
83899,31776,18
83900,31776,20
83901,31776,28
83902,32273,12
83903,32273,20
83904,32273,30
83905,32273,30
83906,32273,26
83907,32274,1
83908,32274,20
83909,32477,17
83910,32275,26
83911,32275,8
83912,32276,7
83913,32276,8
83914,32277,17
83915,32278,22
83916,32278,11
83917,32278,18
83918,32279,14
83919,32279,14
83920,32279,1
83921,32280,23
83922,32280,20
83923,32280,15
83924,32590,4
83925,32590,22
83926,32478,16
83927,32281,7
83928,32281,4
83929,32281,29
83930,32281,19
83931,32281,14
83932,32282,9
83933,32282,21
83934,32283,14
83935,32283,1
83936,32284,6
83937,32285,4
83938,32285,16
83939,32286,13
83940,32286,19
83941,32287,7
83942,32287,6
83943,32287,17
83944,32288,1
83945,32288,26
83946,32289,18
83947,32289,21
83948,32479,19
83949,32479,9
83950,32290,21
83951,32290,24
83952,32290,8
83953,32480,16
83954,32480,30
83955,32480,15
83956,32291,16
83957,32291,27
83958,32291,11
83959,32291,15
83960,32591,24
83961,32591,3
83962,32591,27
83963,32591,29
83964,32292,29
83965,32292,25
83966,32292,9
83967,32703,28
83968,32703,27
83969,32703,8
83970,32293,20
83971,32293,24
83972,32293,23
83973,32294,21
83974,32592,19
83975,32592,11
83976,32295,24
83977,32295,23
83978,32295,4
83979,32296,25
83980,32296,21
83981,32704,28
83982,32704,2
83983,32297,27
83984,32297,28
83985,32297,25
83986,32593,7
83987,32593,3
83988,32593,29
83989,32593,19
83990,32298,23
83991,32298,2
83992,32298,18
83993,32299,3
83994,32299,16
83995,32300,15
83996,32301,13
83997,32301,22
83998,32301,6
83999,32302,11
84000,32302,11
84001,32302,16
84002,32302,7
84003,32302,27
84004,32303,29
84005,32303,16
84006,32303,2
84007,32303,20
84008,32303,23
84009,32481,27
84010,32481,24
84011,32481,2
84012,32304,1
84013,32304,7
84014,32304,17
84015,32304,24
84016,32305,10
84017,32305,1
84018,32705,30
84019,31777,12
84020,31777,10
84021,32306,15
84022,32306,20
84023,32307,17
84024,32482,28
84025,32482,20
84026,32706,6
84027,32706,6
84028,32706,5
84029,32308,11
84030,32308,3
84031,32308,2
84032,32309,9
84033,32309,23
84034,32483,5
84035,32483,11
84036,32483,6
84037,32310,6
84038,32310,28
84039,32484,28
84040,32707,10
84041,32707,26
84042,32707,10
84043,32311,2
84044,32311,22
84045,31778,18
84046,31778,2
84047,31778,23
84048,32312,22
84049,32313,18
84050,32313,12
84051,32314,17
84052,32314,27
84053,32314,4
84054,32314,3
84055,32314,14
84056,32708,21
84057,32708,20
84058,32708,11
84059,32315,6
84060,32485,4
84061,32316,26
84062,32317,3
84063,32317,23
84064,32317,28
84065,32709,25
84066,32318,4
84067,32318,2
84068,32318,4
84069,32318,25
84070,32319,18
84071,32319,27
84072,32320,21
84073,32594,3
84074,32321,13
84075,32710,1
84076,32710,1
84077,32710,22
84078,32710,23
84079,32710,18
84080,32322,5
84081,32322,13
84082,32322,29
84083,32322,24
84084,32486,9
84085,32486,3
84086,32486,11
84087,32487,8
84088,32323,3
84089,32323,17
84090,32324,6
84091,32324,20
84092,32711,1
84093,32711,22
84094,32711,28
84095,32325,11
84096,32325,9
84097,32325,22
84098,32326,17
84099,32327,30
84100,32327,9
84101,32327,23
84102,32328,23
84103,32328,9
84104,32328,4
84105,32329,28
84106,32329,6
84107,32595,13
84108,32595,5
84109,32330,3
84110,32330,11
84111,32330,30
84112,32330,20
84113,32331,10
84114,32332,22
84115,32332,1
84116,32333,10
84117,32333,7
84118,32333,22
84119,32712,13
84120,32712,25
84121,32712,2
84122,32334,29
84123,32334,7
84124,32335,21
84125,32335,28
84126,32335,1
84127,32335,17
84128,32336,10
84129,32336,1
84130,32336,29
84131,32337,10
84132,32337,5
84133,32338,20
84134,32338,16
84135,32338,22
84136,32338,19
84137,32338,11
84138,32339,25
84139,32339,22
84140,32339,3
84141,32340,27
84142,32340,1
84143,32340,5
84144,32341,27
84145,32341,1
84146,32341,3
84147,32488,23
84148,32488,9
84149,32488,17
84150,32713,9
84151,32713,13
84152,32713,28
84153,32489,1
84154,32489,9
84155,32489,25
84156,32342,26
84157,32342,20
84158,32342,14
84159,32596,28
84160,32343,19
84161,32343,5
84162,32343,29
84163,32343,22
84164,32343,30
84165,32490,14
84166,32490,30
84167,32597,15
84168,32597,2
84169,32597,17
84170,32597,20
84171,32597,15
84172,32491,4
84173,32491,3
84174,32491,30
84175,32344,28
84176,32344,3
84177,32345,26
84178,32345,4
84179,32345,16
84180,32492,7
84181,32492,4
84182,32492,9
84183,32346,15
84184,32347,30
84185,32347,26
84186,32347,3
84187,32714,8
84188,32714,19
84189,32348,18
84190,32348,8
84191,32348,15
84192,32715,18
84193,32716,18
84194,32716,13
84195,32716,3
84196,32717,6
84197,32349,18
84198,32349,29
84199,32349,19
84200,32350,21
84201,32351,11
84202,32351,30
84203,32351,10
84204,32351,24
84205,32352,3
84206,32352,1
84207,32493,5
84208,32493,30
84209,32493,13
84210,32353,7
84211,32353,10
84212,32353,29
84213,32354,6
84214,32355,26
84215,32355,13
84216,32355,15
84217,32356,12
84218,32356,19
84219,32356,18
84220,32357,26
84221,32357,11
84222,32357,21
84223,32357,17
84224,32358,13
84225,32358,8
84226,32358,24
84227,32358,23
84228,32359,3
84229,32359,24
84230,32359,8
84231,32359,1
84232,32494,27
84233,32494,27
84234,32360,2
84235,32360,6
84236,32360,29
84237,32361,10
84238,32361,2
84239,32598,28
84240,32598,5
84241,32598,17
84242,32362,24
84243,32362,28
84244,32362,22
84245,32362,20
84246,32362,4
84247,32363,21
84248,32363,21
84249,32363,28
84250,32364,15
84251,32364,5
84252,32364,24
84253,32364,10
84254,32364,27
84255,32365,22
84256,32365,10
84257,32365,29
84258,32365,22
84259,32366,20
84260,32366,23
84261,32366,4
84262,32495,25
84263,32495,9
84264,32367,9
84265,32367,8
84266,32367,29
84267,32368,23
84268,32368,30
84269,32368,26
84270,32368,21
84271,32369,3
84272,32369,7
84273,32370,3
84274,32370,29
84275,32370,2
84276,32718,14
84277,32718,15
84278,32371,19
84279,32372,10
84280,32372,20
84281,32373,20
84282,32374,7
84283,32374,10
84284,32374,19
84285,32374,18
84286,32375,6
84287,32496,20
84288,32376,5
84289,32376,29
84290,32376,10
84291,32377,21
84292,32377,15
84293,32377,22
84294,32377,5
84295,32378,26
84296,32378,19
84297,32378,7
84298,32379,25
84299,32380,26
84300,32381,22
84301,32381,1
84302,32599,20
84303,32599,1
84304,32600,11
84305,32600,21
84306,32382,16
84307,32497,2
84308,32497,7
84309,32497,28
84310,32498,2
84311,32383,3
84312,32383,21
84313,32384,4
84314,32384,11
84315,32384,10
84316,32384,4
84317,32384,13
84318,32385,23
84319,32385,22
84320,32385,22
84321,32386,26
84322,32386,10
84323,32386,23
84324,32386,7
84325,32386,7
84326,32601,23
84327,32601,23
84328,32601,3
84329,32719,16
84330,32719,3
84331,32720,17
84332,32721,1
84333,32721,5
84334,32721,19
84335,32721,3
84336,32387,14
84337,32387,13
84338,32387,22
84339,32388,15
84340,32388,24
84341,32388,26
84342,32389,27
84343,32389,4
84344,32389,18
84345,32390,28
84346,32390,26
84347,32390,22
84348,32391,1
84349,32391,26
84350,32391,7
84351,32391,30
84352,32392,11
84353,32392,2
84354,32758,26
84355,32758,27
84356,32758,29
84357,33378,3
84358,33378,9
84359,33378,14
84360,33378,25
84361,33378,12
84362,33576,29
84363,33576,10
84364,33576,18
84365,33576,28
84366,32759,6
84367,32760,3
84368,32760,14
84369,32760,5
84370,32761,15
84371,32761,5
84372,32761,28
84373,33471,16
84374,32762,16
84375,32762,3
84376,32762,4
84377,32763,1
84378,32763,22
84379,32763,13
84380,32764,19
84381,32764,9
84382,32764,2
84383,33577,22
84384,33577,23
84385,33578,5
84386,33472,15
84387,33472,13
84388,33472,21
84389,32765,7
84390,32765,29
84391,32765,11
84392,32766,12
84393,32766,6
84394,32766,29
84395,32767,13
84396,32768,5
84397,32768,17
84398,32768,23
84399,32768,13
84400,33579,2
84401,33579,6
84402,33580,29
84403,33580,17
84404,33473,25
84405,33473,22
84406,33473,28
84407,32769,11
84408,33581,9
84409,33581,2
84410,33581,7
84411,33582,19
84412,33582,13
84413,33582,23
84414,33582,3
84415,32770,22
84416,32770,13
84417,32770,5
84418,32770,14
84419,33379,15
84420,33379,15
84421,33474,10
84422,33583,27
84423,33583,18
84424,33583,9
84425,32771,22
84426,32771,27
84427,32771,18
84428,33380,17
84429,33380,10
84430,33380,7
84431,32772,3
84432,32772,14
84433,32772,2
84434,32722,26
84435,32722,24
84436,32773,28
84437,32773,8
84438,32773,15
84439,32773,17
84440,32723,16
84441,32774,12
84442,32775,19
84443,32775,2
84444,32775,17
84445,32775,7
84446,32775,12
84447,32776,27
84448,32776,18
84449,32776,30
84450,33475,19
84451,32777,11
84452,32777,6
84453,32778,9
84454,32778,8
84455,33584,13
84456,33584,13
84457,33584,13
84458,33584,5
84459,32779,30
84460,32779,9
84461,32780,21
84462,32781,30
84463,32782,14
84464,32782,15
84465,32782,11
84466,32783,22
84467,32783,14
84468,32783,11
84469,32783,18
84470,32784,8
84471,32784,20
84472,32784,23
84473,32784,4
84474,32785,16
84475,32785,13
84476,32786,9
84477,32724,18
84478,32724,26
84479,32787,8
84480,32787,14
84481,33585,21
84482,33585,23
84483,33585,21
84484,33586,29
84485,32788,27
84486,32788,17
84487,32788,3
84488,32789,10
84489,32789,25
84490,32790,22
84491,32790,19
84492,32791,24
84493,32791,19
84494,32791,9
84495,32791,21
84496,32791,7
84497,32792,13
84498,32792,19
84499,32792,10
84500,33476,7
84501,33476,8
84502,33476,6
84503,33476,13
84504,33587,22
84505,33587,17
84506,33587,14
84507,32793,7
84508,32793,7
84509,32793,8
84510,33588,5
84511,33588,12
84512,32794,3
84513,32794,18
84514,32794,27
84515,32794,11
84516,33477,9
84517,32795,11
84518,32795,1
84519,32795,7
84520,32796,10
84521,32796,15
84522,33589,9
84523,32797,30
84524,32797,13
84525,32797,5
84526,32798,29
84527,32798,16
84528,33590,21
84529,33590,20
84530,32799,9
84531,32800,15
84532,32800,18
84533,32800,19
84534,33591,4
84535,33591,1
84536,33591,17
84537,32801,14
84538,32801,15
84539,33478,2
84540,33478,21
84541,32802,29
84542,32802,14
84543,32802,2
84544,32802,28
84545,32803,19
84546,32803,16
84547,33479,1
84548,33479,30
84549,32804,25
84550,33480,9
84551,33480,14
84552,33480,17
84553,32805,17
84554,32805,14
84555,32725,17
84556,32725,9
84557,32725,7
84558,32806,9
84559,32807,9
84560,32807,12
84561,32807,13
84562,32808,27
84563,32808,14
84564,32808,16
84565,32808,15
84566,32808,7
84567,33481,27
84568,33482,12
84569,33482,8
84570,33592,11
84571,33592,9
84572,32809,25
84573,32809,6
84574,32809,7
84575,32810,2
84576,33381,3
84577,33381,18
84578,33381,3
84579,33381,27
84580,32811,22
84581,32811,25
84582,32811,23
84583,33593,11
84584,33593,29
84585,33593,19
84586,33593,19
84587,33593,21
84588,32812,7
84589,32812,18
84590,32812,7
84591,32726,1
84592,32726,7
84593,32726,17
84594,33594,28
84595,33594,26
84596,32813,22
84597,32813,14
84598,32813,14
84599,32813,20
84600,33382,26
84601,33382,20
84602,33382,18
84603,33595,6
84604,33595,18
84605,33595,30
84606,32814,3
84607,32814,16
84608,32814,18
84609,32815,15
84610,32815,5
84611,33383,1
84612,33383,7
84613,33383,20
84614,33383,5
84615,32816,25
84616,33483,7
84617,33483,20
84618,33483,20
84619,32817,4
84620,33384,23
84621,32727,3
84622,33484,21
84623,33484,28
84624,32818,5
84625,32818,1
84626,32818,4
84627,32819,30
84628,32819,7
84629,32819,11
84630,32819,30
84631,32819,19
84632,32820,7
84633,32821,7
84634,32821,29
84635,32821,2
84636,33485,23
84637,33486,6
84638,33486,1
84639,33487,2
84640,33487,8
84641,33487,13
84642,33488,28
84643,33488,12
84644,33488,12
84645,33385,29
84646,33385,8
84647,33385,6
84648,33489,3
84649,32822,8
84650,32822,16
84651,32822,7
84652,33490,14
84653,33490,15
84654,33490,6
84655,33491,15
84656,33491,3
84657,33491,30
84658,33491,9
84659,33491,6
84660,32823,18
84661,32823,11
84662,32823,15
84663,32823,18
84664,33386,16
84665,33386,14
84666,33386,28
84667,32824,1
84668,32824,4
84669,32824,5
84670,32825,29
84671,32825,30
84672,32826,11
84673,32826,24
84674,32826,13
84675,32827,3
84676,32827,19
84677,32827,22
84678,32827,9
84679,32827,20
84680,32828,23
84681,33492,21
84682,32829,7
84683,32830,5
84684,32830,17
84685,32830,9
84686,32831,15
84687,32831,26
84688,32832,27
84689,32832,3
84690,32832,17
84691,33387,17
84692,32833,17
84693,32833,1
84694,33388,22
84695,33388,10
84696,33388,25
84697,33388,13
84698,33388,13
84699,32834,27
84700,33493,1
84701,33493,19
84702,33493,12
84703,33389,10
84704,33596,5
84705,33596,1
84706,33596,3
84707,33596,28
84708,33596,12
84709,32835,19
84710,32835,3
84711,32836,17
84712,32836,24
